work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2022,SE,FT,IT,140100,USD,140100,US,100,US,L
2024,SE,FT,Scientist,140032,USD,140032,US,100,US,M
2024,MI,FT,Scientist,140025,USD,140025,US,100,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,CA,0,CA,M
2024,EN,FT,Finance,140000,USD,140000,US,0,US,M
2024,EN,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,MI,FT,IT,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,EN,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,CA,0,CA,M
2024,MI,FT,IT,140000,USD,140000,US,0,US,M
2024,MI,FT,Scientist,140000,USD,140000,US,100,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,MI,FT,Scientist,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,EN,FT,Finance,140000,USD,140000,US,0,US,M
2024,EN,FT,Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Scientist,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,MI,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2024,SE,FT,IT,140000,USD,140000,US,100,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2024,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,MI,FT,Finance,140000,USD,140000,US,0,US,M
2024,MI,FT,Analyst,140000,USD,140000,US,100,US,M
2024,SE,FT,Scientist,140000,USD,140000,CA,0,CA,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,IT,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Scientist,140000,USD,140000,US,0,US,M
2024,SE,FT,Public Relations,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,IT,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,US,0,US,M
2024,SE,FT,IT,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,IT,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,CA,0,CA,M
2024,SE,FT,Engineer,140000,GBP,175000,GB,0,GB,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Finance,140000,USD,140000,CA,0,CA,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,Finance,140000,USD,140000,US,100,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2024,EN,FT,Finance,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Public Relations,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,MI,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,GBP,172256,GB,100,GB,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,IT,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,MI,FT,IT,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,GBP,172256,GB,0,GB,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,M
2023,EX,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,GBP,172256,GB,100,GB,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,SE,FT,IT,140000,USD,140000,US,100,US,M
2023,SE,FT,IT,140000,USD,140000,US,100,US,M
2023,MI,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,S
2023,EN,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,MI,FT,IT,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,CA,0,CA,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,CA,100,CA,M
2023,MI,FT,IT,140000,USD,140000,US,100,US,S
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,SE,FT,Finance,140000,USD,140000,GB,100,GB,M
2023,SE,FT,IT,140000,USD,140000,CA,100,CA,M
2023,SE,FT,IT,140000,USD,140000,CA,0,CA,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,MI,FT,Scientist,140000,USD,140000,US,100,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,IT,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Finance,140000,USD,140000,US,100,US,M
2023,EX,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,IT,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,IT,140000,USD,140000,US,100,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,IT,140000,USD,140000,US,100,US,M
2022,SE,FT,Finance,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2022,MI,FT,IT,140000,USD,140000,US,0,US,M
2022,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Engineer,140000,USD,140000,CA,0,CA,M
2022,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2022,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,MI,FT,Finance,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,L
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Scientist,140000,USD,140000,US,100,US,M
2022,MI,FT,Scientist,140000,GBP,172386,GB,0,GB,M
2021,MI,FT,Engineer,140000,USD,140000,US,100,US,L
2021,SE,FT,IT,140000,USD,140000,US,100,US,L
2022,SE,FT,Engineer,139860,USD,139860,US,0,US,M
2024,SE,FT,Engineer,139810,USD,139810,US,0,US,M
2023,SE,FT,Engineer,139810,USD,139810,US,0,US,M
2023,SE,FT,Engineer,139810,USD,139810,US,0,US,M
2024,SE,FT,IT,139800,USD,139800,US,0,US,M
2024,SE,FT,Scientist,139800,USD,139800,US,0,US,M
2024,SE,FT,IT,139800,USD,139800,US,0,US,M
2023,SE,FT,Engineer,139750,USD,139750,US,100,US,M
2024,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2024,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,100,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Engineer,139700,USD,139700,US,100,US,M
2024,SE,FT,Analyst,139600,USD,139600,US,100,US,M
2023,SE,FT,Finance,139600,USD,139600,US,0,US,M
2023,SE,FT,Finance,139600,USD,139600,US,0,US,M
2023,SE,FT,Finance,139600,USD,139600,US,0,US,M
2022,SE,FT,Finance,139600,USD,139600,US,0,US,M
2024,SE,FT,Scientist,139500,USD,139500,US,0,US,M
2024,SE,FT,Scientist,139500,USD,139500,US,0,US,M
2023,SE,FT,Scientist,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,100,US,M
2023,SE,FT,IT,139500,USD,139500,US,0,US,M
2023,SE,FT,Scientist,139500,USD,139500,US,0,US,M
2023,SE,FT,Scientist,139500,USD,139500,US,0,US,M
2023,SE,FT,Scientist,139500,USD,139500,US,100,US,M
2023,SE,FT,Scientist,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Scientist,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139500,USD,139500,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Engineer,139400,USD,139400,US,0,US,M
2023,SE,FT,Analyst,139200,USD,139200,US,0,US,M
2023,MI,FT,Engineer,139152,USD,139152,US,0,US,L
2024,SE,FT,Engineer,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2024,MI,FT,Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2024,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2023,SE,FT,Scientist,139000,USD,139000,US,100,US,M
2023,SE,FT,Scientist,139000,USD,139000,US,100,US,M
2023,SE,FT,Engineer,139000,USD,139000,US,0,US,M
2023,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2023,SE,FT,Finance,139000,USD,139000,US,0,US,M
2023,SE,FT,Scientist,139000,USD,139000,US,100,US,M
2023,SE,FT,Finance,139000,USD,139000,US,0,US,M
2023,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2023,SE,FT,Engineer,139000,USD,139000,US,0,US,M
2023,SE,FT,Engineer,139000,USD,139000,US,0,US,M
2023,SE,FT,Engineer,139000,USD,139000,US,0,US,M
2023,SE,FT,Engineer,139000,USD,139000,US,100,US,M
2023,SE,FT,Finance,139000,USD,139000,US,0,US,M
2023,SE,FT,Scientist,139000,USD,139000,US,100,US,M
2022,SE,FT,IT,139000,USD,139000,US,0,US,M
2022,SE,FT,Scientist,138938,USD,138938,US,0,US,M
2023,SE,FT,Scientist,138900,USD,138900,US,0,US,M
2023,SE,FT,Scientist,138900,USD,138900,US,0,US,M
2023,SE,FT,Scientist,138900,USD,138900,US,0,US,M
2023,SE,FT,Finance,138900,USD,138900,US,0,US,M
2023,MI,FT,Scientist,138900,USD,138900,US,0,US,M
2023,SE,FT,Engineer,138900,USD,138900,US,100,US,M
2023,SE,FT,Finance,138900,USD,138900,US,0,US,M
2023,SE,FT,Finance,138900,USD,138900,US,0,US,M
2023,SE,FT,Finance,138900,USD,138900,US,0,US,M
2023,SE,FT,IT,138900,USD,138900,US,0,US,M
2023,SE,FT,Finance,138860,USD,138860,US,0,US,M
2023,SE,FT,Finance,138860,USD,138860,US,0,US,M
2023,SE,FT,Finance,138860,USD,138860,US,0,US,M
2024,SE,FT,Finance,138800,USD,138800,US,0,US,M
2023,SE,FT,Finance,138800,USD,138800,US,0,US,M
2023,SE,FT,Finance,138800,USD,138800,US,0,US,M
2023,SE,FT,Finance,138800,USD,138800,US,0,US,M
2023,SE,FT,Finance,138800,USD,138800,US,0,US,M
2023,SE,FT,Scientist,138784,USD,138784,US,100,US,M
2023,SE,FT,Engineer,138750,USD,138750,US,0,US,M
2023,SE,FT,Engineer,138750,USD,138750,US,0,US,M
2023,SE,FT,Engineer,138750,USD,138750,US,100,US,M
2023,SE,FT,IT,138750,USD,138750,US,100,US,M
2023,SE,FT,Engineer,138750,USD,138750,US,100,US,M
2023,SE,FT,Engineer,138750,USD,138750,US,100,US,M
2022,SE,FT,Engineer,138750,USD,138750,US,100,US,M
2022,SE,FT,Engineer,138750,USD,138750,US,100,US,M
2022,SE,FT,Engineer,138750,USD,138750,US,100,US,M
2022,SE,FT,Engineer,138750,USD,138750,US,100,US,M
2023,MI,FT,Scientist,138700,USD,138700,US,0,US,M
2023,SE,FT,Engineer,138700,USD,138700,US,0,US,M
2023,SE,FT,Scientist,138700,USD,138700,US,0,US,M
2023,SE,FT,Scientist,138600,USD,138600,US,0,US,M
2022,SE,FT,Scientist,138600,USD,138600,US,100,US,M
2023,MI,FT,Scientist,138510,USD,138510,US,0,US,M
2023,MI,FT,Scientist,138510,USD,138510,US,0,US,M
2024,SE,FT,Scientist,138500,USD,138500,CA,100,CA,M
2024,MI,FT,Scientist,138500,USD,138500,US,0,US,M
2024,EN,FT,Engineer,138500,USD,138500,US,0,US,M
2024,MI,FT,Analyst,138400,USD,138400,US,0,US,M
2024,SE,FT,Engineer,138400,USD,138400,US,100,US,M
2020,MI,FT,Scientist,138350,USD,138350,US,100,US,M
2023,SE,FT,Engineer,138300,USD,138300,US,0,US,M
2024,MI,FT,Engineer,138278,USD,138278,US,0,US,M
2023,SE,FT,Finance,138240,USD,138240,US,100,US,M
2023,SE,FT,Finance,138240,USD,138240,US,100,US,M
2023,SE,FT,Finance,138240,USD,138240,US,100,US,M
2024,EN,FT,Engineer,138200,USD,138200,US,0,US,M
2024,SE,FT,Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Scientist,138000,USD,138000,US,0,US,M
2024,MI,FT,Scientist,138000,USD,138000,US,0,US,M
2024,SE,FT,Scientist,138000,USD,138000,US,0,US,M
2024,SE,FT,Scientist,138000,USD,138000,US,0,US,M
2024,MI,FT,Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Finance,138000,USD,138000,US,0,US,M
2024,MI,FT,IT,138000,USD,138000,US,0,US,M
2024,MI,FT,Finance,138000,USD,138000,US,0,US,M
2024,MI,FT,IT,138000,USD,138000,US,0,US,M
2024,MI,FT,Scientist,138000,USD,138000,US,0,US,M
2024,EN,FT,Finance,138000,USD,138000,US,0,US,M
2024,SE,FT,Scientist,138000,USD,138000,US,0,US,M
2024,SE,FT,IT,138000,USD,138000,US,0,US,M
2024,SE,FT,IT,138000,USD,138000,US,0,US,M
2024,SE,FT,Engineer,138000,USD,138000,US,0,US,M
2024,MI,FT,Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Scientist,138000,USD,138000,US,0,US,M
2023,MI,FT,Engineer,138000,USD,138000,US,100,US,M
2023,SE,FT,IT,138000,USD,138000,US,0,US,M
2023,SE,FT,Engineer,138000,USD,138000,US,0,US,M
2023,SE,FT,Scientist,138000,USD,138000,US,0,US,M
2023,SE,FT,Scientist,138000,USD,138000,US,100,US,M
2023,MI,FT,IT,138000,USD,138000,US,0,US,M
2023,SE,FT,Finance,138000,USD,138000,US,0,US,M
2023,SE,FT,IT,138000,USD,138000,GB,100,GB,M
2023,SE,FT,Finance,138000,USD,138000,US,0,US,M
2023,SE,FT,Finance,138000,USD,138000,US,0,US,M
2023,SE,FT,Engineer,138000,USD,138000,US,0,US,M
2023,SE,FT,IT,138000,USD,138000,US,0,US,M
2023,SE,FT,Scientist,138000,USD,138000,US,100,US,M
2023,SE,FT,IT,138000,USD,138000,GB,100,GB,M
2023,SE,FT,Finance,138000,USD,138000,US,100,US,M
2020,EN,FT,Engineer,138000,USD,138000,US,100,US,S
2024,SE,FT,Engineer,137930,USD,137930,CA,0,CA,M
2024,MI,FT,Scientist,137930,USD,137930,CA,0,CA,M
2024,SE,FT,Scientist,137900,USD,137900,US,0,US,M
2024,SE,FT,Engineer,137871,USD,137871,US,100,US,M
2023,MI,FT,Scientist,137700,USD,137700,US,100,US,M
2024,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2024,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2024,MI,FT,IT,137500,USD,137500,US,0,US,M
2024,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2024,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2024,SE,FT,Engineer,137500,USD,137500,US,0,US,M
2024,SE,FT,Public Relations,137500,USD,137500,GB,0,GB,M
2024,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2024,MI,FT,Engineer,137500,USD,137500,US,0,US,M
2024,SE,FT,Engineer,137500,USD,137500,US,0,US,M
2024,SE,FT,Engineer,137500,USD,137500,US,0,US,M
2024,MI,FT,IT,137500,USD,137500,US,0,US,M
2023,MI,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Public Relations,137500,USD,137500,US,0,US,M
2023,EN,FT,Finance,137500,USD,137500,US,0,US,M
2023,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Engineer,137500,USD,137500,US,100,US,M
2023,SE,FT,Engineer,137500,USD,137500,US,0,US,M
2023,SE,FT,Finance,137500,USD,137500,US,0,US,M
2022,SE,FT,Engineer,137400,USD,137400,CA,100,CA,M
2023,SE,FT,IT,137300,USD,137300,US,0,US,M
2023,SE,FT,Engineer,137200,USD,137200,US,100,US,M
2022,SE,FT,IT,137141,USD,137141,US,100,US,M
2024,EN,FT,Finance,137100,USD,137100,US,0,US,M
2024,SE,FT,IT,137000,USD,137000,US,0,US,M
2024,SE,FT,Engineer,137000,USD,137000,US,0,US,M
2024,MI,FT,Engineer,137000,USD,137000,US,0,US,M
2024,SE,FT,Engineer,137000,USD,137000,US,0,US,M
2024,SE,FT,IT,137000,USD,137000,US,0,US,M
2023,SE,FT,Finance,137000,USD,137000,US,100,US,M
